NN_bg_geo_id,NN_Score,kNN_bg_geo_id,kNN_Score,DT_bg_geo_id,DT_Score
530330004021.00,4,530330253012.00,3,530530635012.00,3
530330004022.00,4,530330253011.00,3,530530634003.00,3
530330004023.00,4,530330248001.00,3,530530634006.00,3
530330004024.00,4,530330058013.00,4,530330316032.00,3
530330005001.00,4,530330313022.00,3,530530714102.00,3
530330005002.00,4,530330313021.00,3,530530714103.00,2
530330005003.00,4,530670126205.00,3,530330277024.00,1
530330006001.00,4,530330320081.00,3,530330053011.00,3
530330006002.00,4,530330113004.00,4,530330277022.00,4
530330006003.00,5,530330113003.00,3,530330277021.00,1
530330006004.00,4,530330113002.00,4,530330322122.00,3
530330006005.00,4,530330258033.00,4,530530619001.00,2
530330006006.00,4,530330258032.00,3,530330067002.00,3
530330007001.00,4,530330258031.00,3,530330067001.00,3
530330007002.00,4,530330292063.00,3,530330115001.00,3
530330007003.00,4,530539400046.00,3,530330323194.00,4
530330007004.00,4,530530730012.00,4,530330323193.00,4
530330008001.00,4,530530730014.00,4,530330323192.00,4
530330008002.00,4,530330251022.00,4,530330301005.00,3
530330009001.00,4,530330043022.00,4,530330301004.00,3
530330009002.00,4,530330043021.00,4,530330301003.00,3
530330010001.00,5,530530707031.00,3,530330060004.00,3
530330010002.00,3,530530707032.00,3,530330301001.00,3
530330011001.00,4,530330224003.00,4,530330060002.00,3
530330011002.00,4,530330224004.00,4,530330060001.00,3
530330012001.00,4,530330219054.00,3,530670102003.00,2
530330012002.00,4,530330219053.00,4,530330260015.00,3
530330012003.00,4,530330077001.00,4,530330260014.00,4
530330012004.00,4,530330219051.00,4,530330260013.00,3
530330012005.00,4,530530607001.00,3,530330260012.00,3
530330013001.00,4,530530607002.00,4,530330260011.00,3
530330013002.00,4,530530607003.00,4,530330319081.00,1
530330013003.00,4,530330301006.00,4,530530628014.00,3
530330014001.00,4,530530702041.00,4,530670116104.00,3
530330014002.00,4,530530607006.00,4,530330277015.00,3
530330014003.00,4,530530701004.00,4,530530731153.00,4
530330014004.00,4,530530715044.00,3,530530609031.00,3
530330015001.00,4,530530715043.00,4,530330306002.00,3
530330015002.00,4,530530715042.00,4,530330004013.00,3
530330016001.00,3,530330299023.00,4,530330004012.00,3
530330016002.00,4,530330299022.00,4,530330004011.00,3
530330016003.00,4,530330299021.00,4,530330104024.00,3
530330017011.00,4,530330043013.00,3,530330104023.00,3
530330017012.00,4,530330043012.00,4,530330104022.00,3
530330017013.00,4,530530731191.00,4,530330104021.00,3
530330017021.00,4,530530714093.00,3,530330322082.00,3
530330017022.00,4,530330223002.00,3,530530726011.00,1
530330017023.00,4,530330223001.00,4,530330304032.00,3
530330017024.00,4,530330082002.00,4,530330304033.00,3
530330018001.00,4,530330082001.00,4,530530715061.00,2
530330018002.00,4,530530724102.00,4,530530715062.00,2
530330018003.00,4,530330317063.00,4,530670117201.00,4
530330019001.00,4,530330302025.00,4,530530715063.00,2
530330019002.00,4,530330303094.00,3,530330318001.00,4
530330019003.00,4,530330303093.00,3,530330240002.00,4
530330020001.00,4,530330303092.00,3,530330240003.00,3
530330020002.00,4,530330303091.00,3,530330084002.00,3
530330020003.00,4,530330002006.00,4,530330084001.00,3
530330021001.00,4,530330257023.00,4,530530608001.00,3
530330021002.00,4,530330236034.00,3,530330108003.00,3
530330021003.00,4,530330236033.00,4,530330287001.00,3
530330022001.00,4,530330236032.00,3,530330108001.00,3
530330022002.00,4,530330236031.00,4,530330294053.00,3
530330022003.00,4,530330059003.00,4,530330004024.00,3
530330022004.00,4,530330118006.00,3,530330004023.00,3
530330024001.00,4,530330118005.00,4,530330067004.00,3
530330024002.00,4,530330118004.00,4,530330067003.00,3
530330024003.00,4,530330118003.00,4,530530721072.00,3
530330025001.00,3,530330118002.00,3,530330207003.00,3
530330025002.00,4,530330118001.00,4,530330207002.00,3
530330026001.00,4,530530726032.00,3,530330300046.00,3
530330026002.00,4,530330317043.00,4,530330300045.00,3
530330026003.00,4,530539400011.00,4,530330300044.00,3
530330026004.00,3,530330219035.00,3,530330300043.00,3
530330027001.00,4,530330219034.00,4,530330300042.00,3
530330027002.00,4,530330219033.00,3,530330300041.00,3
530330027003.00,4,530330219032.00,4,530530723122.00,3
530330027004.00,4,530330077002.00,3,530670119001.00,1
530330028001.00,4,530530714094.00,3,530670119002.00,4
530330028002.00,4,530530731112.00,3,530670119003.00,4
530330028003.00,4,530530731111.00,3,530670119004.00,4
530330028004.00,4,530330222014.00,4,530330109001.00,3
530330029001.00,4,530330222013.00,4,530530731241.00,1
530330029002.00,4,530330222012.00,4,530530731242.00,1
530330029003.00,4,530330222011.00,3,530530730011.00,4
530330030001.00,4,530530714081.00,3,530530632004.00,3
530330030002.00,4,530539400071.00,4,530330277014.00,3
530330030003.00,4,530670121003.00,3,530330277013.00,3
530330030004.00,3,530330236044.00,3,530330277012.00,3
530330031001.00,3,530330236043.00,4,530330277011.00,3
530330031002.00,4,530330236042.00,3,530330031002.00,3
530330031003.00,4,530330236041.00,4,530330031001.00,3
530330031004.00,4,530530714111.00,4,530330074023.00,3
530330031005.00,4,530670126103.00,3,530530604004.00,3
530330032001.00,4,530670102003.00,4,530330106001.00,3
530330032002.00,4,530670102002.00,4,530330106002.00,3
530330032003.00,4,530670102001.00,3,530330106003.00,3
530330032004.00,4,530330038002.00,4,530330106004.00,3
530330032005.00,4,530330038001.00,4,530330106005.00,3
530330032006.00,3,530670106002.00,3,530330323182.00,3
530330032007.00,4,530530714113.00,3,530330293072.00,4
530330033001.00,4,530330327021.00,4,530330300053.00,3
530330033002.00,4,530330327022.00,3,530330300052.00,3
530330033003.00,4,530330327023.00,4,530330300051.00,3
530330033004.00,4,530330327024.00,4,530530702063.00,1
530330033005.00,4,530330327025.00,4,530530702062.00,1
530330034001.00,4,530330327026.00,4,530330328003.00,2
530330034002.00,4,530530734083.00,3,530330328002.00,1
530330034003.00,4,530670126101.00,3,530330120003.00,3
530330035001.00,4,530330222025.00,4,530330120002.00,3
530330035002.00,4,530330222024.00,4,530330120001.00,3
530330035003.00,3,530330222023.00,3,530330317051.00,1
530330036001.00,4,530330222022.00,3,530330311005.00,3
530330036002.00,3,530330222021.00,4,530330287004.00,3
530330036003.00,3,530530714091.00,3,530330287003.00,3
530330036004.00,4,530539400083.00,3,530530733013.00,4
530330038001.00,4,530330002003.00,4,530670118213.00,3
530330038002.00,4,530330002002.00,4,530670107001.00,2
530330039001.00,3,530330002001.00,4,530670126102.00,4
530330039002.00,3,530330053013.00,4,530670126103.00,3
530330040001.00,4,530330053014.00,4,530330323153.00,3
530330040002.00,4,530530726013.00,4,530330077001.00,3
530330041001.00,4,530530726012.00,4,530330304041.00,3
530330041002.00,3,530530726011.00,4,530330202004.00,4
530330041003.00,4,530530714082.00,4,530330304043.00,3
530330041004.00,4,530530608002.00,3,530530732001.00,3
530330041005.00,5,530530714083.00,3,530530702074.00,1
530330041006.00,4,530330303121.00,3,530530702073.00,1
530330042001.00,3,530330050001.00,4,530530702072.00,2
530330042002.00,4,530330050002.00,4,530530702071.00,4
530330042003.00,4,530530625004.00,4,530330218021.00,3
530330042004.00,4,530670103001.00,4,530330317063.00,1
530330042005.00,3,530330303084.00,3,530330218022.00,4
530330043011.00,5,530330303083.00,4,530330317061.00,1
530330043012.00,3,530330303082.00,4,530330280003.00,3
530330043013.00,4,530330265002.00,4,530330280002.00,3
530330043021.00,4,530330319081.00,4,530330280001.00,3
530330043022.00,4,530330319082.00,3,530539400051.00,3
530330044001.00,4,530539400092.00,4,530330204022.00,3
530330044002.00,4,530670114101.00,3,530530729062.00,4
530330044003.00,4,530670121002.00,3,530530731082.00,4
530330044004.00,4,530670121001.00,3,530530731133.00,1
530330045001.00,4,530670114102.00,4,530330100024.00,3
530330045002.00,4,530670114103.00,3,530330100023.00,3
530330046001.00,4,530330034003.00,3,530330100022.00,3
530330046002.00,4,530330314005.00,3,530330100021.00,3
530330046003.00,3,530330314004.00,4,530330048004.00,3
530330047001.00,3,530330314003.00,3,530330213001.00,3
530330047002.00,4,530330314002.00,4,530330213002.00,3
530330047003.00,4,530330314001.00,3,530330048001.00,3
530330047004.00,4,530330327044.00,4,530330307001.00,3
530330048001.00,4,530530715051.00,4,530530723131.00,3
530330048002.00,3,530530731102.00,3,530330060003.00,3
530330048003.00,4,530330303053.00,3,530330239003.00,4
530330048004.00,3,530330303052.00,3,530330239002.00,4
530330049001.00,4,530330303051.00,3,530330239001.00,3
530330049002.00,4,530530633002.00,4,530330317034.00,4
530330049003.00,4,530330311002.00,4,530330317033.00,1
530330049004.00,4,530330263002.00,4,530330317032.00,1
530330049005.00,4,530330263001.00,3,530330240001.00,4
530330050001.00,4,530330319075.00,4,530539400082.00,4
530330050002.00,3,530530731251.00,4,530530731231.00,1
530330050003.00,4,530530732004.00,3,530670124122.00,4
530330051001.00,4,530670122212.00,4,530330311004.00,3
530330051002.00,4,530330007004.00,4,530330311003.00,3
530330051003.00,4,530330007003.00,4,530330311002.00,3
530330052001.00,4,530330007002.00,4,530330311001.00,3
530330052002.00,4,530330007001.00,4,530539400062.00,3
530330052003.00,4,530530723102.00,3,530330204013.00,3
530330052004.00,4,530530723101.00,3,530330321033.00,3
530330052005.00,4,530330327031.00,3,530330321032.00,3
530330053011.00,3,530330214003.00,4,530330234033.00,3
530330053012.00,4,530330214002.00,3,530330234032.00,3
530330053013.00,4,530330214001.00,3,530330234031.00,3
530330053014.00,4,530330299012.00,4,530670118211.00,3
530330053021.00,4,530330303064.00,4,530330290042.00,3
530330053022.00,4,530330303063.00,3,530330290041.00,3
530330053023.00,4,530330303062.00,4,530530731143.00,3
530330054001.00,4,530330303061.00,4,530530723094.00,3
530330054002.00,4,530530720003.00,4,530330078001.00,3
530330054003.00,3,530330092002.00,3,530530723092.00,3
530330054004.00,4,530330092001.00,4,530330029001.00,3
530330056001.00,4,530330039002.00,3,530530702051.00,1
530330056002.00,4,530330039001.00,3,530330080015.00,3
530330056003.00,4,530330012005.00,3,530330080014.00,3
530330056004.00,4,530330012004.00,3,530330080013.00,3
530330056005.00,4,530330012003.00,3,530330080012.00,3
530330057001.00,5,530330268012.00,3,530330080011.00,3
530330057002.00,4,530330268011.00,4,530330065003.00,3
530330057003.00,4,530330034002.00,3,530330065002.00,3
530330057004.00,4,530330034001.00,4,530330065001.00,3
530330057005.00,4,530530712102.00,3,530530610011.00,3
530330057006.00,4,530530723121.00,3,530530712083.00,4
530330058011.00,4,530330313011.00,4,530530712082.00,4
530330058012.00,4,530670108004.00,4,530530712081.00,4
530330058013.00,4,530530723122.00,4,530330207001.00,3
530330058014.00,4,530330003002.00,4,530530713051.00,2
530330058021.00,4,530330003001.00,4,530330297001.00,3
530330058022.00,4,530330319033.00,3,530330321043.00,3
530330058023.00,4,530330319092.00,3,530330321042.00,3
530330059001.00,4,530330087003.00,4,530330321041.00,4
530330059002.00,4,530330087002.00,3,530330234042.00,3
530330059003.00,4,530330087001.00,4,530330234041.00,3
530330059004.00,3,530330232011.00,3,530330237001.00,4
530330059005.00,3,530670103004.00,4,530539400091.00,4
530330060001.00,4,530670101001.00,4,530330121002.00,3
530330060002.00,3,530330220035.00,3,530670105101.00,2
530330060003.00,4,530330268024.00,3,530530703093.00,1
530330060004.00,4,530330268023.00,3,530330217005.00,3
530330061001.00,4,530330268022.00,4,530330217004.00,3
530330061002.00,4,530330268021.00,4,530330217003.00,3
530330061003.00,4,530330218023.00,4,530330217002.00,3
530330061004.00,4,530530725054.00,4,530330240004.00,3
530330062001.00,4,530330293062.00,3,530330058013.00,3
530330062002.00,4,530330293061.00,3,530330058012.00,3
530330062003.00,4,530330298024.00,4,530330058011.00,3
530330063001.00,4,530330303042.00,4,530530731221.00,1
530330063002.00,4,530330303041.00,3,530530610024.00,3
530330063003.00,4,530330051003.00,4,530530610023.00,3
530330063004.00,3,530330051002.00,3,530530610022.00,3
530330064001.00,4,530330051001.00,4,530330005003.00,3
530330064002.00,4,530330324021.00,3,530330005002.00,3
530330064003.00,4,530530717043.00,3,530330005001.00,3
530330065001.00,4,530330232023.00,4,530530712091.00,4
530330065002.00,4,530330254002.00,4,530330241001.00,3
530330065003.00,3,530330254001.00,3,530330208003.00,3
530330066001.00,4,530330097021.00,3,530330234013.00,3
530330066002.00,4,530530623004.00,4,530330100013.00,3
530330067001.00,4,530530623003.00,4,530330100012.00,3
530330067002.00,4,530530623002.00,3,530330250052.00,3
530330067003.00,4,530330293054.00,4,530330250051.00,3
530330067004.00,4,530330293053.00,3,530330041002.00,3
530330068001.00,3,530330203003.00,3,530330041001.00,3
530330068002.00,3,530330243002.00,3,530530723074.00,3
530330069001.00,4,530330293072.00,4,530530723073.00,3
530330069002.00,3,530330293071.00,3,530530702033.00,4
530330069003.00,4,530530613003.00,3,530530702032.00,1
530330069004.00,4,530330224006.00,4,530530702031.00,1
530330070001.00,4,530539400044.00,4,530330282002.00,3
530330070002.00,4,530670115003.00,3,530530731232.00,1
530330070003.00,4,530530715034.00,4,530530724101.00,1
530330070004.00,4,530530716012.00,4,530330058023.00,3
530330070005.00,4,530530713072.00,4,530330058022.00,3
530330070006.00,4,530330222033.00,3,530330058021.00,3
530330071001.00,4,530530713073.00,3,530530726031.00,4
530330071002.00,4,530670107001.00,3,530330286005.00,3
530330072001.00,3,530670124121.00,3,530530712063.00,4
530330072002.00,4,530530712072.00,4,530530712062.00,4
530330072003.00,4,530330097014.00,3,530530712061.00,4
530330073001.00,4,530330097013.00,4,530330297005.00,3
530330073002.00,4,530330097012.00,4,530330297004.00,3
530330073003.00,4,530330097011.00,4,530330297003.00,3
530330074011.00,4,530670118221.00,4,530330297002.00,3
530330074012.00,4,530530725071.00,4,530330321022.00,3
530330074013.00,4,530530718081.00,3,530330272002.00,3
530330074014.00,4,530530718082.00,3,530330327043.00,1
530330074021.00,4,530670125204.00,4,530330250063.00,3
530330074022.00,4,530330293041.00,3,530330250062.00,4
530330074023.00,4,530330044004.00,4,530330250061.00,3
530330075001.00,4,530330044003.00,4,530670101003.00,2
530330075002.00,4,530330044002.00,4,530330208004.00,3
530330075003.00,4,530530724073.00,3,530330203002.00,3
530330075004.00,4,530330298025.00,3,530530723084.00,3
530330075005.00,4,530670106001.00,3,530330121001.00,3
530330076001.00,4,530530711002.00,4,530530723082.00,3
530330076002.00,4,530330320054.00,4,530330203004.00,4
530330076003.00,4,530530603001.00,3,530670102002.00,2
530330077001.00,3,530330053011.00,4,530330203005.00,3
530330077002.00,4,530330317035.00,4,530330243005.00,3
530330077003.00,4,530530731202.00,4,530330285002.00,3
530330077004.00,4,530330283003.00,4,530330308021.00,3
530330078001.00,4,530330283002.00,3,530530731201.00,4
530330078002.00,4,530330283001.00,3,530670106001.00,2
530330078003.00,3,530330097024.00,4,530330261005.00,3
530330078004.00,4,530330097023.00,4,530330261004.00,3
530330079001.00,4,530330097022.00,4,530330261003.00,3
530330079002.00,4,530330293035.00,4,530330261002.00,3
530330079003.00,4,530330293034.00,4,530330208002.00,3
530330079004.00,4,530330293033.00,4,530330208001.00,3
530330079005.00,4,530330243005.00,4,530670101001.00,3
530330080011.00,4,530330243004.00,4,530330284031.00,3
530330080012.00,4,530330293052.00,3,530330218034.00,3
530330080013.00,4,530330293051.00,4,530330110022.00,3
530330080014.00,4,530530725042.00,3,530330110021.00,3
530330080015.00,4,530530611003.00,4,530330218031.00,3
530330080021.00,4,530530734051.00,3,530330321023.00,3
530330080022.00,4,530530716023.00,4,530330288012.00,3
530330081001.00,4,530330224005.00,4,530330250032.00,3
530330081002.00,4,530330088003.00,4,530330074022.00,3
530330081003.00,4,530330088002.00,4,530330074021.00,3
530330082001.00,4,530330224002.00,4,530530735005.00,4
530330082002.00,4,530330224001.00,3,530670114103.00,2
530330082003.00,4,530330070003.00,4,530670109101.00,3
530330083001.00,4,530330324013.00,3,530530707035.00,4
530330083002.00,4,530330324012.00,4,530530707034.00,4
530330084001.00,4,530330324011.00,3,530530707033.00,4
530330084002.00,4,530330284032.00,3,530330090002.00,3
530330084003.00,4,530330284031.00,3,530330090001.00,3
530330085001.00,4,530330083001.00,4,530670116103.00,3
530330085002.00,4,530670116104.00,4,530530730054.00,4
530330085003.00,4,530330323073.00,4,530530730053.00,2
530330086001.00,4,530670116102.00,3,530530730052.00,3
530330086002.00,4,530330264005.00,3,530530730051.00,2
530330086003.00,4,530330264004.00,4,530670116231.00,4
530330087001.00,4,530330264003.00,4,530330327031.00,4
530330087002.00,4,530330264002.00,3,530330041006.00,3
530330087003.00,4,530530724083.00,4,530330327032.00,4
530330088001.00,4,530530724084.00,3,530330287002.00,3
530330088002.00,4,530330049005.00,4,530670101002.00,3
530330088003.00,4,530330049004.00,3,530330110013.00,3
530330089001.00,4,530330049003.00,3,530330245003.00,3
530330089002.00,3,530330049002.00,3,530330010002.00,3
530330089003.00,4,530330049001.00,3,530330218043.00,3
530330089004.00,4,530530719025.00,4,530330218042.00,4
530330090001.00,4,530330319031.00,4,530330249014.00,3
530330090002.00,4,530330044001.00,4,530330219032.00,4
530330091001.00,4,530539400073.00,4,530670110002.00,3
530330091002.00,4,530539400072.00,3,530670110001.00,3
530330092001.00,4,530530723091.00,4,530530713093.00,1
530330092002.00,4,530530609031.00,4,530530713092.00,1
530330093001.00,4,530330284024.00,4,530530713091.00,1
530330093002.00,4,530330284023.00,3,530530612005.00,3
530330093003.00,4,530330284022.00,4,530530612006.00,2
530330094001.00,3,530330013003.00,3,530530714082.00,2
530330094002.00,4,530330013002.00,4,530330085003.00,3
530330094003.00,4,530330013001.00,3,530330085002.00,3
530330094004.00,4,530530723051.00,3,530330085001.00,3
530330094005.00,3,530539400031.00,3,530330321024.00,1
530330095001.00,4,530530733014.00,4,530330042005.00,3
530330095002.00,4,530539400033.00,4,530330042004.00,3
530330095003.00,4,530330119003.00,3,530330042003.00,3
530330095004.00,3,530330322123.00,3,530330042002.00,3
530330096001.00,4,530330294073.00,4,530330042001.00,3
530330096002.00,4,530330237002.00,4,530530717071.00,3
530330096003.00,4,530330294071.00,3,530530729071.00,4
530330096004.00,4,530530719012.00,3,530330248003.00,3
530330096005.00,4,530530719013.00,3,530330278003.00,3
530330097011.00,4,530530608001.00,3,530330278002.00,3
530330097012.00,5,530539400042.00,3,530330278001.00,3
530330097013.00,4,530539400041.00,4,530670125303.00,2
530330097014.00,4,530530717072.00,4,530330308013.00,3
530330097021.00,4,530670110002.00,4,530330308012.00,3
530330097022.00,4,530530717073.00,3,530330274002.00,3
530330097023.00,5,530330088001.00,3,530530704011.00,4
530330097024.00,4,530330320034.00,4,530330101005.00,3
530330097025.00,4,530330320033.00,4,530330101004.00,3
530330098001.00,4,530330284033.00,4,530530615003.00,3
530330098002.00,4,530330320031.00,4,530330289023.00,3
530330098003.00,4,530330308022.00,4,530330247013.00,3
530330098004.00,4,530330061004.00,3,530530718062.00,3
530330098005.00,4,530330061003.00,4,530330230004.00,4
530330099001.00,4,530330061002.00,3,530330230003.00,4
530330099002.00,4,530330061001.00,3,530330230002.00,4
530330099003.00,5,530330008001.00,3,530330230001.00,3
530330099004.00,4,530530715052.00,4,530330015002.00,3
530330100011.00,4,530330322151.00,4,530330015001.00,3
530330100012.00,4,530330258053.00,3,530530623001.00,2
530330100013.00,4,530330258052.00,4,530330105005.00,3
530330100021.00,4,530330264001.00,3,530330105004.00,3
530330100022.00,4,530530714072.00,4,530330105003.00,3
530330100023.00,4,530330323223.00,4,530330105002.00,3
530330100024.00,4,530330294083.00,3,530330105001.00,3
530330101001.00,4,530330294082.00,3,530530611005.00,3
530330101002.00,5,530330294081.00,4,530330321034.00,3
530330101003.00,5,530330262001.00,4,530530611003.00,3
530330101004.00,4,530530730011.00,3,530330201003.00,3
530330101005.00,4,530530633005.00,4,530330201002.00,3
530330102001.00,4,530530633004.00,4,530330201001.00,4
530330102002.00,4,530330233003.00,3,530530713072.00,4
530330102003.00,4,530330233002.00,3,530530713071.00,4
530330102004.00,5,530330233001.00,4,530330021003.00,3
530330103001.00,4,530670117201.00,3,530330021002.00,3
530330103002.00,5,530670117202.00,4,530330021001.00,3
530330103003.00,5,530670118213.00,4,530330322034.00,3
530330103004.00,4,530330284021.00,3,530330322033.00,3
530330103005.00,4,530530715063.00,3,530330322032.00,3
530330104011.00,4,530330204025.00,4,530330322031.00,3
530330104012.00,4,530330204024.00,3,530530624001.00,2
530330104013.00,4,530330258063.00,4,530530731083.00,4
530330104021.00,4,530330258062.00,4,530330006001.00,3
530330104022.00,4,530330258061.00,3,530530731081.00,1
530330104023.00,4,530330294052.00,3,530330041003.00,3
530330104024.00,4,530330294051.00,3,530330041004.00,3
530330105001.00,4,530330304032.00,3,530330041005.00,3
530330105002.00,4,530330304031.00,3,530670121001.00,4
530330105003.00,4,530530734071.00,4,530330318003.00,1
530330105004.00,4,530330203001.00,3,530330318002.00,4
530330105005.00,4,530530734073.00,4,530330059005.00,3
530330106001.00,4,530530702042.00,3,530330059004.00,3
530330106002.00,4,530330313023.00,4,530330059003.00,3
530330106003.00,4,530330313024.00,4,530330059002.00,3
530330106004.00,4,530530734041.00,3,530330059001.00,3
530330106005.00,4,530530734042.00,4,530330298013.00,3
530330106006.00,4,530530734043.00,4,530330298012.00,3
530330107011.00,5,530530734044.00,4,530330298011.00,3
530330107012.00,5,530330077004.00,4,530530618001.00,2
530330107021.00,5,530330202003.00,3,530530618002.00,2
530330107022.00,5,530530625002.00,4,530530618003.00,2
530330107023.00,5,530530625003.00,3,530530712072.00,4
530330108001.00,4,530330045002.00,3,530330235003.00,4
530330108002.00,4,530330045001.00,3,530330235002.00,4
530330108003.00,4,530330323202.00,4,530330101002.00,3
530330109001.00,4,530330294062.00,4,530330101001.00,3
530330109002.00,4,530330250013.00,3,530670127201.00,3
530330110011.00,4,530530734062.00,4,530330275002.00,3
530330110012.00,4,530670126201.00,3,530330281002.00,3
530330110013.00,5,530330320061.00,3,530330281001.00,3
530330110021.00,4,530330233004.00,4,530539400112.00,4
530330110022.00,4,530330076003.00,4,530530716021.00,3
530330110023.00,4,530530714073.00,4,530670106002.00,2
530330111011.00,4,530530628021.00,3,530330012003.00,3
530330111012.00,4,530530628022.00,4,530330012004.00,3
530330111013.00,4,530530731082.00,4,530330241004.00,3
530330111014.00,4,530530628023.00,4,530330241003.00,3
530330111021.00,4,530530731252.00,4,530330241002.00,3
530330111022.00,4,530330098005.00,3,530330298024.00,3
530330111023.00,4,530330205006.00,3,530330298023.00,3
530330111024.00,4,530330098003.00,4,530330298022.00,3
530330112001.00,4,530330098002.00,4,530330298021.00,3
530330112002.00,4,530330098001.00,3,530330228033.00,4
530330112003.00,4,530330093003.00,4,530330228032.00,4
530330113001.00,4,530330093002.00,3,530330228031.00,4
530330113002.00,5,530330093001.00,3,530530724082.00,4
530330113003.00,4,530330319091.00,4,530530724081.00,4
530330113004.00,4,530330294055.00,4,530530731161.00,4
530330113005.00,3,530330294054.00,3,530530721091.00,2
530330114011.00,4,530330294031.00,4,530530609062.00,3
530330114012.00,4,530330304012.00,3,530530609061.00,3
530330114013.00,4,530330304011.00,3,530539400052.00,4
530330114021.00,4,530670125201.00,3,530530721092.00,2
530330114022.00,5,530330268013.00,3,530530717051.00,3
530330114023.00,5,530330240004.00,3,530330279005.00,3
530330115001.00,4,530330274004.00,4,530330279004.00,3
530330115002.00,4,530330274003.00,4,530330279003.00,3
530330115003.00,4,530330274002.00,3,530330279002.00,3
530330116001.00,4,530330274001.00,4,530330279001.00,3
530330116002.00,4,530330285002.00,3,530330070006.00,3
530330116003.00,4,530530734061.00,4,530330070005.00,3
530330116004.00,4,530330303101.00,3,530330070004.00,3
530330116005.00,4,530330303102.00,4,530330262003.00,3
530330116006.00,4,530330303103.00,3,530330070002.00,3
530330117001.00,4,530330303104.00,3,530330070001.00,3
530330117002.00,4,530330204011.00,3,530330298015.00,3
530330117003.00,4,530330029003.00,4,530330298014.00,3
530330117004.00,4,530330029002.00,3,530330322152.00,3
530330118001.00,4,530330029001.00,4,530330219063.00,4
530330118002.00,4,530330024003.00,4,530530731151.00,4
530330118003.00,4,530330225005.00,4,530530713064.00,2
530330118004.00,5,530330225004.00,4,530530713063.00,2
530330118005.00,4,530330225003.00,4,530530713062.00,2
530330118006.00,5,530330225002.00,4,530530713061.00,4
530330119001.00,4,530330225001.00,3,530530724092.00,3
530330119002.00,4,530670125303.00,3,530530724091.00,1
530330119003.00,4,530330250032.00,4,530330277023.00,1
530330119004.00,4,530330250033.00,4,530670116232.00,4
530330119005.00,4,530330250034.00,3,530330246013.00,3
530330120001.00,4,530330250035.00,4,530330246012.00,3
530330120002.00,5,530539400051.00,3,530330246011.00,3
530330120003.00,4,530330295042.00,3,530670114204.00,2
530330121001.00,4,530330295043.00,4,530670109201.00,3
530330121002.00,4,530330207001.00,3,530670101004.00,2
530330201001.00,4,530530731222.00,3,530330111013.00,3
530330201002.00,4,530330062003.00,3,530330111012.00,3
530330201003.00,4,530530617005.00,4,530330111011.00,3
530330202001.00,4,530530617004.00,4,530330011001.00,3
530330202002.00,4,530530617003.00,3,530530628012.00,3
530330202003.00,4,530530617002.00,3,530330095004.00,3
530330202004.00,4,530530617001.00,3,530330052005.00,3
530330202005.00,5,530330242002.00,4,530330052004.00,3
530330203001.00,4,530330319074.00,4,530330052003.00,3
530330203002.00,5,530330319073.00,4,530330052002.00,3
530330203003.00,4,530330319072.00,4,530330052001.00,3
530330203004.00,5,530330319071.00,4,530330315012.00,1
530330203005.00,4,530530715033.00,4,530330291012.00,3
530330204011.00,4,530530729061.00,3,530330291011.00,3
530330204012.00,4,530330294033.00,3,530330228014.00,4
530330204013.00,5,530330294032.00,4,530330049005.00,3
530330204021.00,5,530330206002.00,4,530330228012.00,4
530330204022.00,4,530330018003.00,3,530330228011.00,4
530330204023.00,4,530330018002.00,3,530530724062.00,1
530330204024.00,5,530330018001.00,4,530530724061.00,1
530330204025.00,4,530530624005.00,4,530330115002.00,3
530330205001.00,4,530330307003.00,4,530330251014.00,4
530330205002.00,4,530530624003.00,4,530330251013.00,3
530330205003.00,4,530330309012.00,3,530330251012.00,4
530330205004.00,4,530330309011.00,3,530330251011.00,4
530330205005.00,5,530330062001.00,3,530330246023.00,3
530330205006.00,4,530330062002.00,3,530330246022.00,3
530330206001.00,5,530330244002.00,3,530330246021.00,3
530330206002.00,4,530330240002.00,3,530330279006.00,3
530330206003.00,4,530530723083.00,4,530330006006.00,3
530330206004.00,5,530530614003.00,3,530330111023.00,3
530330207001.00,4,530530614002.00,4,530330111022.00,3
530330207002.00,4,530530614001.00,3,530330111021.00,3
530330207003.00,4,530530734045.00,4,530330006002.00,3
530330208001.00,4,530330265003.00,3,530330302025.00,3
530330208002.00,4,530530703132.00,4,530330302024.00,3
530330208003.00,4,530530703133.00,4,530330302023.00,3
530330208004.00,4,530530703134.00,4,530330302022.00,3
530330209001.00,4,530530703135.00,3,530330302021.00,3
530330209002.00,4,530330319083.00,4,530330323151.00,3
530330209003.00,4,530330249023.00,4,530330291023.00,3
530330210001.00,4,530330249022.00,4,530330291022.00,3
530330210002.00,4,530330249021.00,4,530330291021.00,3
530330210003.00,4,530330282002.00,3,530530713043.00,4
530330210004.00,4,530330204021.00,4,530330228023.00,3
530330210005.00,4,530330204022.00,4,530330228022.00,4
530330211001.00,4,530330204023.00,3,530330228021.00,4
530330211002.00,4,530530701003.00,4,530530724072.00,4
530330211003.00,4,530330286005.00,3,530330252003.00,4
530330213001.00,4,530330309023.00,4,530530609055.00,3
530330213002.00,4,530330309022.00,4,530330091002.00,3
530330213003.00,4,530330309021.00,4,530330251024.00,4
530330214001.00,5,530530723071.00,4,530330251023.00,4
530330214002.00,4,530330094005.00,4,530330251022.00,4
530330214003.00,4,530330094004.00,4,530330220053.00,4
